EmployeeID,EmployeeName,Gender,DepartmentID,LocationID,JobLevelID
E0005373,Akshay Walia,Male,10,7,5
E0005374,George Kant,Male,2,5,8
E0005375,Farhan Walla,Female,6,9,8
E0005376,Shravya Swaminathan,Male,9,1,5
E0005377,Neel Chaudhari,Female,1,1,10
E0005378,Pooja Atwal,Female,12,8,7
E0005379,Kala Sachdev,Male,9,5,8
E0005380,Saanvi Keer,Male,5,8,5
E0005381,Januja Edwin,Male,12,12,9
E0005382,Warhi Sarma,Female,2,10,7
E0005383,Zilmil Merchant,Male,12,2,6
E0005384,Krisha Chand,Female,15,3,1
E0005385,Mohammed Chowdhury,Male,2,5,6
E0005386,Utkarsh Sanghvi,Female,9,12,10
E0005387,Qushi Desai,Female,12,2,1
E0005388,Amara Oak,Female,6,11,1
E0005389,Geetika Kakar,Female,6,5,7
E0005390,Mohammed Sha,Male,10,6,4
E0005391,Brinda Ramachandran,Male,3,2,10
E0005392,Divya Borde,Female,5,1,7
E0005393,Gautam Palan,Male,5,6,1
E0005394,Nachiket Shukla,Female,8,5,4
E0005395,Chasmum Deo,Male,9,1,1
E0005396,Bimala Lall,Male,6,11,1
E0005397,Anvi Tak,Male,4,1,3
E0005398,Inaya Jhaveri,Female,3,4,1
E0005399,Max Bhatia,Female,10,4,8
E0005400,Banjeet Tata,Female,4,8,1
E0005401,Yauvani Sundaram,Female,9,10,8
E0005402,Zayyan Rao,Female,11,5,6
E0005403,Niharika Venkatesh,Male,7,10,10
E0005404,Urvashi Dhar,Male,10,5,10
E0005405,Isha Bala,Male,4,11,10
E0005406,Omisha Rajagopal,Male,8,12,2
E0005407,Faraj Khatri,Female,7,4,10
E0005408,Pooja Sanghvi,Female,1,10,2
E0005409,Aahana Dash,Male,1,1,2
E0005410,Amara Mohanty,Male,4,2,3
E0005411,Bhavani Cheema,Female,13,9,1
E0005412,Krish Bhagat,Male,5,1,8
E0005413,Qadim Prasad,Female,4,4,3
E0005414,Nirja Thaman,Female,14,11,8
E0005415,Priya D’Alia,Female,6,7,7
E0005416,Banjeet Mital,Male,15,12,10
E0005417,Inaya Salvi,Male,1,5,4
E0005418,Warda Swaminathan,Male,14,10,3
E0005419,Pooja Bhardwaj,Male,7,11,8
E0005420,Devansh Gala,Male,1,4,2
E0005421,Zilmil Raja,Male,5,9,8
E0005422,Urmi Morar,Female,7,7,9
E0005423,Raagini Luthra,Male,9,4,2
E0005424,Vanya Deo,Male,14,2,3
E0005425,Inaya Murty,Male,7,1,8
E0005426,Anjali Wason,Female,7,5,8
E0005427,Aahana Narula,Male,6,1,9
E0005428,Libni Amble,Female,3,8,6
E0005429,Gaurav Chaudhari,Female,5,10,9
E0005430,Faraj Mital,Female,2,7,3
E0005431,Indira Pant,Male,14,2,7
E0005432,Pavani Luthra,Male,2,4,10
E0005433,Yadavi Rout,Male,15,12,5
E0005434,Nicholas Barman,Male,7,11,5
E0005435,Victor Ramachandran,Male,12,6,10
E0005436,Yagnesh Gaba,Male,13,9,10
E0005437,Benjamin Bhargava,Female,13,1,7
E0005438,Amruta Randhawa,Male,11,1,7
E0005439,Chasmum Keer,Female,9,10,10
E0005440,Urishilla Rajagopalan,Female,13,7,10
E0005441,Keya Loke,Male,6,10,9
E0005442,Pahal Rastogi,Female,14,1,2
E0005443,Farhan More,Male,4,10,10
E0005444,Eesha Shroff,Female,9,8,8
E0005445,Ayaan Sen,Male,7,7,3
E0005446,Ojasvi Narang,Female,2,3,2
E0005447,Aachal Vora,Female,12,5,5
E0005448,George Bhalla,Male,7,10,9
E0005449,Aadhya Dugal,Female,15,4,1
E0005450,Jagrati Pathak,Female,6,1,4
E0005451,Fitan Sinha,Male,6,2,3
E0005452,Chakradev Bahri,Male,14,9,1
E0005453,Avni Handa,Male,11,9,4
E0005454,Tristan Rastogi,Male,10,10,10
E0005455,Ishani Gala,Male,14,7,6
E0005456,Forum Maharaj,Female,2,5,3
E0005457,Rishi Setty,Female,2,4,8
E0005458,Krish Thaman,Male,15,2,3
E0005459,Wriddhish Arora,Male,3,11,10
E0005460,Ishani Narang,Male,10,3,4
E0005461,Aditya Rajagopalan,Male,6,9,1
E0005462,Kritika Jain,Female,5,6,7
E0005463,Ati Talwar,Male,4,10,6
E0005464,Lopa Mall,Male,1,2,2
E0005465,Ekantika Kaur,Male,15,2,3
E0005466,Pooja Bansal,Female,12,3,2
E0005467,Saksham Sur,Female,11,7,3
E0005468,Avi Goyal,Male,7,9,3
E0005469,Pranav Ratti,Male,1,7,1
E0005470,Chaman Pradhan,Female,8,10,9
E0005471,Teerth Vala,Male,10,11,3
E0005472,Nirja Muni,Male,10,6,5
E0005473,Vyanjana Pau,Female,9,8,5
E0005474,Dipta Sahota,Male,6,1,3
E0005475,Libni Thakur,Male,12,8,7
E0005476,Bhavani Krishnan,Male,15,11,10
E0005477,Nitara Chokshi,Male,7,12,1
E0005478,Raksha Badami,Male,6,5,6
E0005479,Wahab Puri,Male,4,7,3
E0005480,Arunima Gulati,Male,5,5,7
E0005481,Hemani Chawla,Female,8,4,6
E0005482,Abeer Sharma,Male,10,2,10
E0005483,Meghana Parekh,Male,11,8,6
E0005484,Yashvi Manda,Female,5,6,1
E0005485,Ladli Hans,Male,6,4,1
E0005486,Nilima Bora,Male,4,12,1
E0005487,Arya Deshpande,Male,4,9,7
E0005488,Rayaan Warrior,Male,15,11,5
E0005489,Watika Rana,Male,1,3,8
E0005490,Vansha Deep,Male,9,3,4
E0005491,Aayush Narayan,Female,11,2,6
E0005492,Amruta Grewal,Male,13,11,3
E0005493,Jason Goyal,Male,4,9,9
E0005494,Isaac Sachdeva,Male,2,9,4
E0005495,Xiti Karpe,Female,11,11,8
E0005496,Mekhala Murthy,Male,10,8,9
E0005497,Raagini Johal,Female,3,3,1
E0005498,Harinakshi Khurana,Male,3,5,8
E0005499,Saumya Sani,Female,8,4,9
E0005500,Kiaan Bahri,Male,8,6,10
E0005501,Hamsini Dutt,Female,4,9,9
E0005502,Nidhi Tak,Male,11,10,3
E0005503,Rachita Vasa,Male,9,2,8
E0005504,Tanveer Munshi,Female,9,4,4
E0005505,Finn Dhar,Male,4,9,10
E0005506,Nachiket Khanna,Male,3,6,6
E0005507,Megha Khalsa,Female,13,8,3
E0005508,Udyati Sheth,Female,11,6,10
E0005509,Arjun Sandhu,Male,13,8,6
E0005510,Timothy Thaman,Male,15,2,1
E0005511,Gautami Mohanty,Male,13,11,9
E0005512,Leena Bajwa,Female,8,8,9
E0005513,Advay Varghese,Male,2,7,10
E0005514,Teerth Goyal,Male,2,5,8
E0005515,Sara Gour,Female,9,3,10
E0005516,Prisha Kurian,Female,1,12,1
E0005517,Janaki Chander,Female,9,10,10
E0005518,Arunima Chowdhury,Male,14,3,3
E0005519,Nathan Radhakrishnan,Male,9,10,7
E0005520,Warhi Sani,Male,3,6,3
E0005521,Udarsh Srivastava,Male,8,7,2
E0005522,Yashica Prabhakar,Female,13,12,10
E0005523,Udarsh Nayar,Female,13,11,7
E0005524,Falguni Wason,Female,15,7,4
E0005525,Oni Issac,Male,9,4,10
E0005526,Lavanya Ahuja,Female,15,1,7
E0005527,Nitara Kale,Male,11,11,3
E0005528,Owen Gade,Male,10,2,8
E0005529,Ekansh Dutt,Male,13,1,10
E0005530,Devika Dhillon,Male,7,5,5
E0005531,Kai Rastogi,Male,5,8,8
E0005532,Vanya Pau,Male,14,5,4
E0005533,Qarin Lal,Male,10,3,2
E0005534,Nilima Patla,Male,13,2,6
E0005535,Turvi Radhakrishnan,Female,7,10,10
E0005536,Nandini Saini,Male,12,1,4
E0005537,Oliver Pant,Female,3,7,1
E0005538,Xalak Chowdhury,Female,5,10,8
E0005539,Wriddhish Rama,Male,7,3,9
E0005540,Chakradev Chaudhuri,Female,7,10,7
E0005541,Bhavna Yogi,Female,1,3,10
E0005542,Kavya Naidu,Male,15,8,7
E0005543,Zayyan Kata,Male,10,11,9
E0005544,Manan Prashad,Male,15,8,7
E0005545,Arjun Cheema,Female,15,12,3
E0005546,Sneha Seshadri,Female,5,2,3
E0005547,Guneet Mishra,Female,2,10,10
E0005548,Aashi Naik,Male,2,4,6
E0005549,Shaurya Kibe,Female,13,6,6
E0005550,Yashvi Mani,Female,5,6,1
E0005551,Gaurika Sodhi,Male,6,1,5
E0005552,Diya Dhar,Male,12,12,8
E0005553,Yashasvi Yogi,Female,15,9,10
E0005554,Anjali Sankaran,Female,8,8,8
E0005555,Yashodhara Kapadia,Female,12,8,3
E0005556,Charan Venkatesh,Female,6,10,2
E0005557,Gopal Bath,Female,5,1,9
E0005558,Jyoti Devan,Male,14,12,2
E0005559,Isaiah Sangha,Female,12,9,5
E0005560,Dalaja Buch,Male,13,5,7
E0005561,Jeremiah Hegde,Female,8,1,3
E0005562,Yuvraj Kari,Male,13,12,8
E0005563,Udant Padmanabhan,Female,2,11,8
E0005564,Aditya Garg,Female,9,12,4
E0005565,Arjun Tella,Female,11,9,6
E0005566,Ishwar Peri,Female,15,10,4
E0005567,Vanya Agate,Male,9,6,4
E0005568,Eta Thaker,Male,9,8,1
E0005569,Urvashi Desai,Male,13,10,2
E0005570,Wahab Srinivas,Male,6,1,2
E0005571,Indrajit Sengupta,Female,5,7,10
E0005572,Wahab Ghosh,Male,4,6,2
E0005573,Frado Mitra,Male,15,1,5
E0005574,Anirudh Kata,Female,15,12,2
E0005575,Udyati Balay,Male,3,11,3
E0005576,Tanvi Pandya,Male,7,11,7
E0005577,Faras Balakrishnan,Male,10,6,7
E0005578,Naveen Hari,Male,6,10,5
E0005579,Oscar Raju,Male,10,6,8
E0005580,Ishani Khosla,Male,1,2,8
E0005581,Chasmum Mander,Male,4,4,4
E0005582,Ayush Bahl,Male,12,1,3
E0005583,Damyanti Shankar,Male,8,12,9
E0005584,Simon Padmanabhan,Male,3,6,1
E0005585,Sathvik Ratta,Female,12,2,7
E0005586,Isaac Pall,Male,3,3,8
E0005587,Samar Kaur,Male,6,12,2
E0005588,Lila Batta,Male,11,5,3
E0005589,Abhimanyu Peri,Male,13,9,1
E0005590,Hamsini Mall,Female,5,8,6
E0005591,Mahika Raju,Female,7,2,4
E0005592,Tejas Ramanathan,Male,5,6,3
E0005593,Avni Bail,Male,9,11,9
E0005594,Ladli Bains,Male,11,5,8
E0005595,Joshua Lall,Female,3,5,7
E0005596,Thomas Pandya,Female,10,12,1
E0005597,Rajata Varma,Female,3,3,9
E0005598,Zaitra Ray,Female,13,6,5
E0005599,Sai Munshi,Female,6,8,8
E0005600,Parth Bhargava,Male,8,4,6
E0005601,Siya Pandey,Male,9,11,5
E0005602,Baghyawati Shenoy,Male,2,3,3
E0005603,Radhika Raman,Male,14,3,6
E0005604,Aashi Deol,Male,15,6,8
E0005605,Ishaan Borra,Female,8,6,1
E0005606,Ojas Oommen,Male,14,11,2
E0005607,Yash Virk,Female,10,6,8
E0005608,Owen Uppal,Male,5,2,1
E0005609,Harita Korpal,Male,13,12,2
E0005610,Aayush Walia,Female,11,6,8
E0005611,Imaran Tella,Female,15,6,2
E0005612,Meera Thakur,Male,5,7,4
E0005613,Mitesh Dar,Female,2,5,7
E0005614,Garima Kalla,Male,11,8,5
E0005615,Chaitaly Bahri,Male,9,12,6
E0005616,Kalpit Palla,Male,7,8,2
E0005617,Abhimanyu Raj,Female,7,9,3
E0005618,Hemal Sidhu,Male,12,12,5
E0005619,Neha Bath,Female,12,6,2
E0005620,Nathan Sridhar,Male,8,11,3
E0005621,Yoshita Pradhan,Male,4,5,2
E0005622,Chandresh Gera,Male,10,6,10
E0005623,Lakshit Radhakrishnan,Male,10,10,9
E0005624,Simon Swaminathan,Female,4,7,8
E0005625,Saumya Peri,Male,8,4,4
E0005626,Reva Sharma,Male,8,7,6
E0005627,Lekha Sangha,Male,6,3,9
E0005628,Abhimanyu Sankaran,Male,5,5,9
E0005629,Devika Joshi,Male,3,8,6
E0005630,Yashasvi Roy,Male,9,7,10
E0005631,Zehaan Dugal,Male,2,2,2
E0005632,Michael Pall,Male,2,12,7
E0005633,Samesh Kumer,Male,11,5,7
E0005634,Amaira Varty,Female,7,7,5
E0005635,Yashodhara Dave,Female,9,2,8
E0005636,Odika Bahl,Male,7,5,5
E0005637,Lipika Sant,Female,1,6,1
E0005638,Gaurang Nori,Male,10,9,3
E0005639,Aarav Dhar,Female,8,7,1
E0005640,Lipika Chad,Male,8,3,9
E0005641,Varenya Salvi,Female,4,2,7
E0005642,Ubika Purohit,Male,3,8,2
E0005643,Ethan Deep,Male,1,9,7
E0005644,Meghana Banerjee,Female,4,7,3
E0005645,Anusha Dubey,Male,5,6,2
E0005646,Qushi Mukhopadhyay,Female,12,6,3
E0005647,Ayushman Krishna,Female,12,9,5
E0005648,Charvi Kunda,Female,13,11,9
E0005649,Udarsh Wadhwa,Male,4,12,3
E0005650,Ekanta Kulkarni,Male,1,6,2
E0005651,Saksham Verma,Male,6,10,7
E0005652,Tarak Kade,Female,3,3,2
E0005653,Anirudh Zacharia,Female,1,3,5
E0005654,Shivani Ganesh,Female,14,3,8
E0005655,Quincy Johal,Male,15,4,7
E0005656,Chaitaly Mutti,Female,12,4,10
E0005657,Dayamai Hayer,Male,8,5,10
E0005658,Unni Parmar,Male,3,9,5
E0005659,Ucchal Koshy,Female,13,4,1
E0005660,Shravya Shankar,Male,13,5,10
E0005661,Watika Bhattacharyya,Male,9,6,2
E0005662,Indrajit Chanda,Female,3,11,7
E0005663,Yahvi Ramanathan,Female,13,11,3
E0005664,Janaki Oommen,Male,8,5,3
E0005665,Bhavini Mitra,Male,8,4,9
E0005666,Diya Baral,Male,7,12,8
E0005667,Krish Shere,Male,6,6,6
E0005668,Yashoda Mukhopadhyay,Male,13,2,2
E0005669,Aadi Mannan,Female,1,8,10
E0005670,Owen Ray,Female,1,3,6
E0005671,Bhavini Chada,Female,11,8,3
E0005672,Yachana Sharma,Male,15,8,3
E0005673,Yuvraj Walla,Male,4,11,1
E0005674,Unni Bumb,Male,13,12,1
E0005675,Chameli Hari,Male,5,11,9
E0005676,Caleb Dhar,Female,10,1,8
E0005677,Chandran Nori,Male,10,12,10
E0005678,Yasti Nair,Female,9,1,5
E0005679,Anita Palla,Male,13,3,9
E0005680,Qasim Doshi,Female,1,5,10
E0005681,Rajeshri Rana,Female,9,11,5
E0005682,Yagnesh Ramanathan,Female,8,11,2
E0005683,Aarini Deep,Female,5,9,1
E0005684,Yoshita Naidu,Male,4,8,9
E0005685,Chanakya Bal,Male,7,1,4
E0005686,Lipika Bhakta,Male,10,7,1
E0005687,Charita Dixit,Female,8,6,1
E0005688,Wyatt Keer,Male,9,6,3
E0005689,Abha Bhagat,Female,8,7,5
E0005690,Imaran Nazareth,Female,4,2,6
E0005691,Victor Raja,Female,1,12,8
E0005692,Ladli Ganguly,Male,7,9,7
E0005693,Abeer Warrior,Female,12,11,4
E0005694,Meghana Bhat,Female,5,8,9
E0005695,Udarsh Tank,Male,4,10,2
E0005696,Vedika Srinivasan,Male,15,3,8
E0005697,Lajita Devi,Male,5,12,8
E0005698,Naveen Dixit,Male,7,11,7
E0005699,Radhika Ramachandran,Female,1,6,6
E0005700,Ronith Peri,Female,14,12,6
E0005701,Edhitha Doshi,Female,5,4,3
E0005702,Nathaniel Gala,Male,12,6,1
E0005703,Yashodhara Hans,Male,15,11,2
E0005704,Ekalinga Bail,Male,1,2,5
E0005705,Ira Kuruvilla,Male,6,4,4
E0005706,Onveer Khatri,Male,13,7,9
E0005707,Harish Sekhon,Female,15,7,1
E0005708,Krish Dhar,Female,5,1,4
E0005709,Fiyaz Bassi,Female,12,11,9
E0005710,Zaid Ravel,Female,8,9,4
E0005711,Maya Magar,Male,7,11,3
E0005712,Urvashi Bansal,Female,6,10,10
E0005713,Banjeet Hans,Female,7,7,9
E0005714,Girish Raman,Male,11,5,9
E0005715,Vrishti Thaman,Male,6,4,7
E0005716,Falan Modi,Male,14,4,6
E0005717,Advik Narain,Female,7,7,1
E0005718,Isha Char,Male,6,12,10
E0005719,Jyoti Setty,Female,15,7,1
E0005720,Lavanya Oza,Male,4,11,2
E0005721,Yasti Chawla,Female,7,10,5
E0005722,Niharika Jha,Female,12,11,3
E0005723,Karan Loyal,Female,7,8,2
E0005724,Samarth Goswami,Male,3,6,8
E0005725,Yatan Bir,Male,5,12,9
E0005726,Sai Boase,Female,12,1,10
E0005727,Gabriel Suresh,Male,13,4,7
E0005728,Yachana Deshmukh,Male,9,4,4
E0005729,Tejas Rege,Male,4,11,9
E0005730,Daksh Viswanathan,Female,11,9,8
E0005731,Yachana Goswami,Female,8,7,2
E0005732,Sneha Badal,Female,6,10,5
E0005733,Zashil Dhar,Female,10,2,8
E0005734,Yashodhara Baria,Female,2,9,7
E0005735,Samesh Rout,Female,3,10,10
E0005736,Ekiya Chandra,Female,7,6,1
E0005737,Nathaniel Kurian,Male,11,7,1
E0005738,Chatresh Sachar,Male,10,11,1
E0005739,Nachiket Venkataraman,Male,7,2,5
E0005740,Wazir Kunda,Female,8,1,1
E0005741,Darpan Pall,Male,11,9,8
E0005742,Isha Choudhury,Female,2,7,9
E0005743,Januja Parmar,Male,6,5,7
E0005744,Nandini Tiwari,Female,3,8,1
E0005745,Ekanta Pant,Male,12,11,3
E0005746,Samar Ram,Male,4,8,9
E0005747,Nitara Ramaswamy,Male,13,5,5
E0005748,Tanveer Gandhi,Male,1,5,3
E0005749,Nidra Oommen,Male,4,6,3
E0005750,Vrinda Trivedi,Male,3,11,9
E0005751,Vaishnavi Sathe,Male,4,6,7
E0005752,Nitara Badal,Male,13,11,6
E0005753,Manya Shanker,Female,4,3,1
E0005754,Warinder Parmar,Female,2,10,3
E0005755,Leela Walla,Male,15,7,4
E0005756,Ekansh Wali,Male,8,5,8
E0005757,Ucchal Sridhar,Female,11,1,8
E0005758,Tejas Handa,Male,2,12,2
E0005759,Charles Ratti,Female,8,11,2
E0005760,Faqid Behl,Male,6,9,10
E0005761,Omaja Kalita,Female,13,6,5
E0005762,Vrinda Tata,Female,9,12,3
E0005763,Ridhi Date,Male,7,3,10
E0005764,Tara Sule,Male,6,6,7
E0005765,Hemang Rama,Female,5,4,7
E0005766,Netra Edwin,Female,12,8,2
E0005767,Brinda Rama,Female,8,11,7
E0005768,Zaitra Mann,Male,1,6,7
E0005769,Chaitanya Yogi,Male,13,8,7
E0005770,Laksh Khanna,Female,8,5,3
E0005771,Janaki Yogi,Male,8,2,6
E0005772,Noah Murthy,Female,15,7,1
E0005773,Chasmum Master,Male,8,6,5
E0005774,Gagan Saraf,Male,9,7,5
E0005775,Chaaya Mall,Male,5,1,9
E0005776,Ryan Modi,Male,7,12,7
E0005777,Sudiksha Shanker,Male,9,7,10
E0005778,Anika Bera,Female,8,2,7
E0005779,Tanvi Bahri,Female,2,9,6
E0005780,Maya Johal,Female,2,2,9
E0005781,Neel Ravel,Male,13,5,6
E0005782,Balvan D’Alia,Male,9,8,5
E0005783,Daksha Dara,Male,13,7,5
E0005784,Abhiram Doshi,Male,7,1,3
E0005785,Qabil Char,Female,15,9,3
E0005786,Pavani Kala,Male,14,2,10
E0005787,Ishwar Garg,Male,10,4,4
E0005788,Thomas Contractor,Female,3,2,3
E0005789,Gautami Iyer,Male,10,2,2
E0005790,Chakrika Bala,Female,7,10,7
E0005791,Diya Vyas,Male,1,11,7
E0005792,Mohammed Mitter,Male,13,5,3
E0005793,Omisha Apte,Male,11,1,10
E0005794,Yagnesh Brar,Male,5,5,1
E0005795,Reva Hegde,Male,7,6,3
E0005796,Ladli Dhillon,Male,10,4,2
E0005797,Gaurika Shankar,Male,6,3,6
E0005798,Wyatt Sankar,Male,11,11,1
E0005799,Jalsa Arora,Female,8,11,3
E0005800,Oeshi Naidu,Female,8,1,10
E0005801,Tarak Wable,Male,15,6,3
E0005802,Urvi Sahni,Female,8,9,8
E0005803,Chakradhar Lal,Male,10,6,3
E0005804,Dominic Kothari,Male,4,6,6
E0005805,Girindra Ravi,Male,12,1,2
E0005806,Brinda Bava,Male,12,11,8
E0005807,Urvi Dara,Male,10,7,4
E0005808,Sudiksha Nair,Male,12,1,9
E0005809,Teerth Mangal,Male,5,6,6
E0005810,Qabil Barad,Female,6,2,7
E0005811,Mahika Batra,Female,13,1,9
E0005812,Jacob D’Alia,Male,10,1,1
E0005813,Vanya Karnik,Female,10,3,2
E0005814,Nisha Garg,Male,3,6,3
E0005815,Ekta Sengupta,Female,14,9,3
E0005816,Zarna Khosla,Male,8,12,1
E0005817,Gavin Rege,Male,13,3,7
E0005818,Kala Mohan,Female,1,3,10
E0005819,Yashica Mandal,Female,4,6,1
E0005820,Yashasvi Chadha,Female,6,6,2
E0005821,Jairaj Zachariah,Female,8,9,5
E0005822,Eta Krishna,Female,2,9,3
E0005823,Hamsini Bhandari,Female,8,11,6
E0005824,Max Walla,Male,8,10,5
E0005825,Urvi Handa,Male,9,1,4
E0005826,Udyati Reddy,Male,5,2,4
E0005827,Ishanvi Ganesan,Female,7,5,5
E0005828,Varsha Ramesh,Male,2,3,8
E0005829,Ojas Deshmukh,Female,5,11,10
E0005830,Dayita Baria,Male,6,3,1
E0005831,Harshil Thakur,Female,4,4,8
E0005832,Unni Kar,Male,3,12,4
E0005833,Jhalak Baral,Female,15,10,8
E0005834,Pratyush Varkey,Male,10,5,7
E0005835,Utkarsh Srinivasan,Female,9,11,8
E0005836,Indrajit Kant,Male,9,9,5
E0005837,Anjali Keer,Male,8,1,9
E0005838,Ira Mammen,Female,1,2,4
E0005839,Reyansh Mishra,Female,14,3,2
E0005840,Robert Suri,Female,6,5,7
E0005841,Janani Mann,Female,15,3,6
E0005842,Madhav Jhaveri,Female,1,3,7
E0005843,Upkaar Panchal,Female,2,5,10
E0005844,Isha Suri,Male,4,2,10
E0005845,Rayaan Chander,Male,5,5,1
E0005846,Wyatt Kulkarni,Female,14,7,5
E0005847,Orinder Iyengar,Male,9,2,7
E0005848,Zehaan Oza,Male,10,9,3
E0005849,Hemal Ramesh,Male,2,3,2
E0005850,Anay Varkey,Male,15,11,4
E0005851,Samaksh Gulati,Male,8,9,5
E0005852,Chavvi Arya,Male,12,2,4
E0005853,Rohan Gour,Male,12,7,1
E0005854,Gaurangi Dhaliwal,Male,9,8,8
E0005855,Harish Ganesh,Female,12,11,5
E0005856,Omisha Sant,Male,7,5,10
E0005857,Rachita Sha,Male,15,10,8
E0005858,Wriddhish Pingle,Male,1,6,10
E0005859,Yashodhara Varkey,Female,1,11,8
E0005860,Gaurang Sama,Male,10,2,2
E0005861,Jasmit Bawa,Female,15,11,4
E0005862,Warjas Khurana,Male,6,11,2
E0005863,Nitara Dasgupta,Female,4,1,5
E0005864,Pooja Pandey,Male,6,10,9
E0005865,Wridesh Babu,Female,2,10,6
E0005866,Pratyush Rajagopalan,Male,2,3,2
E0005867,Girish Panchal,Male,9,9,10
E0005868,Ijaya Verma,Female,1,10,3
E0005869,Tanveer Chawla,Female,11,5,2
E0005870,Thomas Lanka,Male,12,3,7
E0005871,Falguni Natarajan,Male,9,7,7
E0005872,Dominic Andra,Female,12,12,7
E0005873,Hemangini Dada,Female,2,2,9
E0005874,Yochana Char,Male,5,12,9
E0005875,Ikshita Menon,Female,13,10,5
E0005876,Tamanna Dhar,Female,11,4,6
E0005877,Pooja Doshi,Female,13,7,1
E0005878,Ridhi Deo,Male,1,5,1
E0005879,Pahal Parmer,Female,15,5,6
E0005880,Ikshita Kapur,Female,8,12,7
E0005881,Arjun Sane,Male,6,12,3
E0005882,Shivani Dhar,Female,14,5,9
E0005883,Imaran Gala,Male,3,8,6
E0005884,Aashi Vora,Male,12,8,4
E0005885,Barkha Bose,Male,1,8,2
E0005886,Joshua Iyer,Male,13,6,8
E0005887,Kala Subramaniam,Female,12,3,8
E0005888,Pallavi Baral,Male,7,2,2
E0005889,Ryan Nayar,Male,11,7,4
E0005890,Tanay Mukherjee,Male,6,9,10
E0005891,Advik Basak,Female,4,10,8
E0005892,Guneet Biswas,Male,5,3,7
E0005893,Advay Batta,Female,10,11,1
E0005894,Edhitha Rajan,Male,14,5,8
E0005895,Veda Sachar,Male,9,10,2
E0005896,Samar Dass,Male,5,1,7
E0005897,Vansha Din,Male,7,1,7
E0005898,Umang Saran,Female,1,8,8
E0005899,Max Toor,Female,1,11,1
E0005900,Damyanti Ratta,Male,14,4,7
E0005901,Ucchal Palla,Female,3,10,6
E0005902,Jhalak Lal,Male,1,11,10
E0005903,Kevin Char,Male,10,5,4
E0005904,Abdul Mander,Male,2,2,3
E0005905,Nikita Mutti,Male,4,8,6
E0005906,Yasti Gola,Male,14,11,9
E0005907,Chakradhar Issac,Male,11,5,2
E0005908,Ekaja Sarraf,Female,2,1,10
E0005909,Sara Srinivas,Male,8,1,10
E0005910,Rachana Dugar,Male,5,12,3
E0005911,Faraj Thakkar,Male,8,7,4
E0005912,Nikita Parmar,Female,14,8,2
E0005913,Noah Chandra,Female,6,6,9
E0005914,Mitali Kalla,Male,10,2,10
E0005915,Ekavir Mane,Male,11,7,6
E0005916,Mason Pillay,Male,1,11,6
E0005917,Ganga Sharaf,Male,15,4,2
E0005918,Frederick Chandran,Female,15,7,2
E0005919,Vanya Dewan,Male,1,9,3
E0005920,Faras Wagle,Male,12,6,3
E0005921,Hritik Sama,Male,4,5,4
E0005922,Peter Mangal,Female,8,1,3
E0005923,Jasmit Karan,Female,9,2,9
E0005924,Unnati Atwal,Female,3,8,8
E0005925,Yachana Pradhan,Male,7,5,10
E0005926,Damini Varkey,Male,7,3,8
E0005927,Aadi Agarwal,Male,8,3,2
E0005928,Balvan Seth,Male,2,11,8
E0005929,Nitara Sarma,Female,14,7,2
E0005930,Elijah Bhat,Male,4,11,9
E0005931,Avni Chaudhary,Male,4,10,3
E0005932,Jyoti Kalita,Female,1,7,9
E0005933,Nitara Bobal,Female,10,6,8
E0005934,Niharika Chacko,Male,13,11,10
E0005935,Zansi Sanghvi,Female,4,5,8
E0005936,Ekaraj Bath,Female,6,10,4
E0005937,Yahvi Kara,Male,1,5,1
E0005938,Rudra Vyas,Male,3,6,8
E0005939,Eshana Devan,Female,6,10,2
E0005940,Gaurika Dasgupta,Male,1,4,2
E0005941,Anya Chopra,Male,10,4,8
E0005942,Tarak Ratti,Male,2,6,2
E0005943,Jack Patil,Male,15,7,10
E0005944,Balendra Kara,Male,14,9,10
E0005945,Maya Nagarajan,Female,10,5,9
E0005946,Ekaja Goyal,Male,12,9,8
E0005947,Chasmum Sridhar,Female,4,7,7
E0005948,Ryan Rajagopal,Male,3,1,8
E0005949,Vritti Sarkar,Male,5,10,2
E0005950,Forum Sood,Female,2,11,3
E0005951,Vanya Kapoor,Female,1,3,10
E0005952,Ethan Chopra,Female,13,2,3
E0005953,Akshay Pai,Male,3,11,3
E0005954,Banjeet Raval,Male,11,4,5
E0005955,Wahab Ravel,Female,8,1,9
E0005956,Unnati Prashad,Male,3,8,1
E0005957,Manan Deshpande,Female,8,2,3
E0005958,Faras Zachariah,Male,5,12,8
E0005959,Krishna Dubey,Male,14,2,6
E0005960,Leena Chad,Male,12,12,6
E0005961,Henry Pant,Female,8,12,4
E0005962,Deepa Krishnan,Male,7,3,9
E0005963,Aadhya Ratti,Male,2,1,6
E0005964,Mahika Mishra,Female,11,12,7
E0005965,Chameli Lad,Male,2,2,4
E0005966,Upkaar Vyas,Male,11,4,10
E0005967,Harita Ratti,Male,14,9,1
E0005968,Aadi Chada,Male,7,7,7
E0005969,George Kulkarni,Female,6,8,4
E0005970,Jack Kumar,Male,12,6,2
E0005971,Rachita Prashad,Male,5,11,10
E0005972,Neha Gaba,Male,2,5,1
E0005973,Ayushman Seth,Female,13,2,3
E0005974,Omya Gill,Male,14,9,3
E0005975,Hemani Gola,Female,4,5,2
E0005976,Raksha Kala,Female,3,2,4
